row_id,session_id,timestamp,src_ip,dst_port,country_code,user_agent,login_attempts_last_1h,failed_logins_last_24h,session_duration_sec,bytes_sent,bytes_received,num_requests_per_session,password_entropy,account_age_days,is_vpn,is_tor_exit_node,device_fingerprint_match,geo_velocity_kmph,new_device,captcha_triggered,login_hour,weekend_login,payload_anomaly_score,label
370,bf7fddc32f745d94,17-09-2024 17:30,192.168.165.161,443,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,0,1,808,2238,55266,32,4.79,1079,0,0,0,38.9,0,0,8,1,0.133,0
441,cd289bd13cbe9132,01-06-2024 04:16,77.234.37.108,443,KP,Nikto/2.1.6,6,31,49,1535,2955,8,3.17,52,0,0,0,10842.9,1,0,4,0,0.407,1
273,e78a35304cc8112e,12-04-2024 22:07,62.123.254.100,8443,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,3,874,5285,23974,86,5.4,973,0,0,1,25.5,0,0,10,1,0.05,0
275,f2e22bdc69932c0f,09-09-2024 05:31,103.159.89.128,8443,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,0,2993,6207,56328,78,4.49,563,1,0,1,32.5,0,1,13,0,0.103,0
381,5836d1442148622a,10-03-2024 09:46,62.107.91.157,443,IN,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,4,2480,12786,76299,83,5.25,1182,1,0,0,35.3,0,0,7,0,0.126,0
287,0de77f241a0e3705,14-11-2024 13:59,194.101.42.223,443,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,0,3587,13097,22790,19,4.59,1661,0,0,1,42.0,0,0,20,0,0.278,0
296,1224719153b85245,15-12-2024 14:25,62.96.113.238,8443,US,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,0,3440,9032,17503,38,4.23,1189,0,0,1,56.7,0,0,17,0,0.008,0
26,9cce1a3712f4b124,11-08-2024 00:49,203.127.74.203,443,CN,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,25,44,2,325,886,412,2.62,42,1,0,0,6617.5,1,0,0,0,0.667,1
230,d4b6750cbca83367,13-10-2024 16:34,192.168.178.190,8443,US,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,3,3062,13029,36241,102,3.91,596,0,0,0,68.3,0,0,8,0,0.268,0
439,81205dc825c8f354,17-04-2024 12:29,45.140.202.86,443,NL,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,0,2,943,7570,60540,59,4.76,748,0,0,1,116.2,1,0,12,1,0.228,0
81,67f5f5f2affc2979,06-08-2024 05:49,103.87.206.83,8080,UA,masscan/1.3,3,6,80,2129,993,241,3.06,47,0,1,0,6020.5,1,1,4,0,0.822,1
433,bcbfc34878df932d,27-06-2024 09:11,185.106.189.103,443,SG,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,2,675,6395,10971,41,3.58,1577,1,0,1,66.5,0,1,21,1,0.005,0
103,7f11e85d24a3504a,05-04-2024 22:40,62.29.231.217,443,NG,Go-http-client/1.1,4,24,15,1110,1245,240,2.17,19,1,0,0,10174.9,0,1,3,0,0.576,1
191,997bb63371ea8889,26-03-2024 09:39,192.168.57.165,8443,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,2,601,6105,39377,23,3.78,1849,1,0,0,84.0,0,1,12,0,0.092,0
354,66e85a1344e2f7cb,15-07-2024 23:56,172.98.241.30,8080,BR,curl/7.88.1,5,45,19,1828,1234,216,1.37,25,0,0,0,10007.5,0,1,5,0,0.663,1
418,8758136039bd6bc0,30-06-2024 12:50,192.168.202.8,8443,DE,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,0,972,5243,41326,79,5.53,978,0,0,1,102.4,0,0,11,0,0.087,0
317,1c73f26e2586f5a9,03-02-2024 04:12,62.82.13.246,80,IR,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,13,31,584,1119,234,1.08,0,0,0,0,11839.9,1,0,5,0,0.774,1
436,409efe422e9bb9c5,22-08-2024 02:07,45.11.226.143,3389,IR,masscan/1.3,3,14,4,1315,1779,480,1.29,20,0,0,0,7319.9,1,1,3,1,0.812,1
321,10eb164dcfb1b28e,28-03-2024 15:44,45.35.164.31,443,GB,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,0,892,14003,45295,114,4.85,344,0,0,0,102.9,0,1,19,0,0.178,0
445,883c320fc5368669,01-05-2024 01:42,114.175.135.161,80,AU,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,4,2433,7302,69085,91,4.78,129,0,0,1,54.0,0,1,10,1,0.2,0
33,7d917969beef3d23,28-09-2024 22:27,77.163.146.184,8443,NL,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,3,3547,5533,56882,43,5.33,566,0,0,1,1.7,0,1,16,0,0.114,0
407,a0b246d87425f152,14-06-2024 04:23,185.76.178.248,8443,DE,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,1,1985,4393,30690,15,4.69,263,0,0,1,43.2,0,0,10,0,0.118,0
107,680b65e335e81cf7,09-05-2024 23:09,192.168.199.121,8443,AU,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,0,2624,1225,35132,87,3.94,735,0,0,1,62.8,0,0,19,1,0.191,0
384,fbe0a063799ab535,30-11-2024 14:48,114.68.210.211,443,DE,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,2,1778,8028,25652,76,4.44,896,0,0,1,26.5,1,0,18,1,0.203,0
368,aa379a8a8543f0e9,13-12-2024 01:11,185.232.33.58,22,VN,libwww-perl/6.72,8,14,21,2736,1647,8,1.26,53,1,0,0,6430.8,1,0,0,0,0.923,1
229,cf0462b80dc3a3df,29-03-2024 11:39,62.6.130.118,8443,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,4,791,1513,21641,118,3.88,541,0,0,0,13.2,0,1,21,0,0.199,0
73,5f7aa8747ff94b68,03-04-2024 09:50,77.73.203.142,443,CA,Mozilla/5.0 (Android 13; Mobile) Chrome/119,2,0,1482,7075,63235,16,5.79,1527,0,0,0,87.7,0,1,16,0,0.029,0
234,74021b9631ac3479,31-08-2024 08:46,114.171.129.78,443,SG,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,2,3,1690,9073,19875,91,4.44,991,0,0,1,46.2,0,1,19,0,0.297,0
336,bb0b35947e810354,28-05-2024 21:23,192.168.63.213,443,CA,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,2,865,14298,26101,7,5.21,1473,0,0,1,54.8,0,0,16,0,0.217,0
261,3834c9d233158a8d,06-11-2024 15:25,172.144.234.148,443,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,1,3217,14715,60012,107,4.32,335,0,0,1,117.2,0,0,16,0,0.133,0
247,05276bb19f6e56a5,18-12-2024 08:31,192.168.219.228,8443,NL,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,0,303,2237,62231,79,4.6,346,0,0,1,41.2,0,0,7,0,0.158,0
10,7a2df4cccb61aa9c,07-08-2024 18:38,192.168.165.197,80,NL,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,3,1064,984,9434,65,4.95,734,0,0,1,56.2,0,1,9,0,0.045,0
35,97a1ac01b2886eb8,10-02-2024 23:52,91.46.242.233,22,PK,libwww-perl/6.72,29,31,2,203,2722,55,1.06,47,0,1,0,2358.6,1,1,4,1,0.512,1
141,23b9b5b20525571c,02-11-2024 01:59,91.247.73.28,80,NG,Go-http-client/1.1,3,7,55,1124,4501,10,2.04,55,1,0,0,10268.0,1,0,4,1,0.832,1
330,d0daf6b9575eee5d,05-04-2024 05:17,45.140.60.191,3389,UA,Nikto/2.1.6,2,13,21,246,675,144,1.37,39,1,0,0,9364.8,1,0,1,1,0.793,1
322,03b664d8f172df57,17-02-2024 13:42,192.168.159.46,80,CA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,4,3115,11687,37987,118,5.74,1431,0,0,1,17.6,0,1,20,0,0.285,0
212,30f8e14b76820ce6,09-03-2024 11:41,45.30.141.72,80,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,1,3080,12644,65958,87,5.86,188,0,0,1,53.6,0,1,20,0,0.239,0
312,8b054bdbd979d00f,02-09-2024 23:14,77.231.247.55,80,UA,python-requests/2.28.1,2,25,81,568,3583,315,1.07,17,0,0,0,3759.1,1,1,0,1,0.847,1
259,d414f44276cfc596,20-01-2024 22:22,192.168.83.123,443,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,4,1587,10441,5828,16,4.33,1890,0,0,1,36.7,0,0,18,0,0.067,0
399,b591f9567f5498f7,16-09-2024 17:40,192.168.25.82,8443,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,3,2695,14429,55427,86,5.33,1523,0,0,0,77.9,0,0,14,1,0.114,0
219,976372c71ad6f29a,03-12-2024 22:02,194.145.225.186,22,KP,Nikto/2.1.6,4,23,38,2635,650,229,2.85,49,1,1,0,6943.6,1,1,0,0,0.692,1
237,b5fc8495d984f0db,07-02-2024 01:51,77.28.162.60,443,NG,python-requests/2.28.1,8,25,40,2744,3067,262,1.38,51,0,1,0,8684.1,0,0,3,0,0.908,1
208,3c1c4d0f9651a8ad,27-12-2024 09:54,192.168.105.48,8443,SG,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,2,1964,10812,74823,63,5.55,445,0,0,1,52.2,0,0,9,1,0.215,0
395,3eb91393e354d256,16-06-2024 05:15,114.68.237.233,3389,VN,python-requests/2.28.1,2,17,57,969,3611,5,1.98,18,0,0,0,6452.4,1,0,4,0,0.734,1
143,b378d3b80e548e61,28-09-2024 23:54,194.112.134.200,22,VN,libwww-perl/6.72,1,32,66,2331,3029,206,2.63,4,0,0,0,5722.9,1,1,3,1,0.558,1
188,8625d3669bf8fc3a,26-10-2024 00:12,103.73.27.158,443,RU,python-requests/2.28.1,5,15,84,2026,3475,453,1.35,27,1,0,0,1992.7,1,0,23,0,0.463,1
411,dd96d27b93fb1aba,08-04-2024 02:22,192.168.214.17,443,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,0,1014,6871,64262,88,3.85,1365,0,0,1,115.0,1,0,21,0,0.029,0
425,123788a4549a49c9,20-03-2024 22:45,203.175.62.34,443,RO,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,5,47,4,2272,4771,371,2.2,7,1,0,1,8504.4,1,0,4,1,0.43,1
82,9ac0c4cecc670b50,09-05-2024 08:40,62.135.107.9,80,GB,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,1,375,2611,67208,40,3.87,1061,0,0,1,42.5,0,0,21,0,0.043,0
255,af04383be0aa85bc,17-03-2024 04:02,91.80.48.21,8080,RO,Nikto/2.1.6,3,31,9,2682,1177,237,1.28,11,1,1,0,8118.8,1,1,4,0,0.624,1
362,1b4d4e7ae6fedb88,06-03-2024 02:01,185.8.211.173,3389,PK,Go-http-client/1.1,7,6,43,1528,4389,1,1.47,59,1,1,0,5869.2,1,1,22,1,0.452,1
306,68554a4b769aa660,27-04-2024 04:00,114.172.2.131,80,PK,sqlmap/1.7,11,46,72,2948,2323,317,1.47,12,1,0,0,9465.8,1,0,5,0,0.429,1
238,b37447ca0e747da5,10-05-2024 15:59,192.168.83.98,443,CA,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,0,1,2172,14005,35266,99,4.51,1036,0,0,1,2.5,0,0,17,0,0.091,0
200,9686259f31b27549,26-03-2024 14:04,192.168.156.51,443,US,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,4,1269,13135,75450,28,5.63,219,0,0,1,114.4,0,0,11,1,0.258,0
68,372c59832a3463e4,25-10-2024 01:46,203.55.102.130,22,PK,sqlmap/1.7,8,38,58,912,3137,5,2.09,28,1,1,0,4964.1,1,0,4,0,0.884,1
412,72dc7a2821b529f6,10-10-2024 01:14,114.250.191.118,22,CN,libwww-perl/6.72,6,6,60,2660,4357,293,2.45,1,1,1,0,914.1,0,1,4,0,0.578,1
239,aaa9dc3e638140c9,24-11-2024 00:12,194.247.216.248,8080,PK,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,7,47,60,2536,443,101,2.09,4,0,0,0,6072.0,1,1,1,1,0.783,1
345,00ff36a6e4245ce6,31-10-2024 16:51,172.27.143.47,8443,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,3,955,10904,64122,16,3.63,632,0,0,1,17.8,1,1,17,0,0.036,0
154,72895d95c80ac779,04-01-2024 12:12,192.168.252.16,443,FR,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,0,2,1487,6116,34270,7,4.45,144,0,0,1,74.3,0,0,13,0,0.167,0
303,4ae03c406e091db4,23-12-2024 08:43,91.245.110.155,443,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,0,0,3296,8642,28036,54,3.9,1480,0,0,1,56.1,0,0,15,0,0.257,0
428,746db135fc6041e1,10-10-2024 02:22,185.70.109.246,22,VN,masscan/1.3,3,23,29,297,2536,362,1.96,53,1,0,0,2878.9,1,1,5,0,0.626,1
52,fe746f6eb1bc7024,19-12-2024 01:34,114.46.42.179,8080,BR,libwww-perl/6.72,9,15,73,520,3295,63,1.82,58,1,0,0,4166.1,1,0,5,1,0.917,1
139,ec1d99a948347801,29-11-2024 17:13,185.86.209.114,443,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,0,0,2499,4024,9535,42,4.68,130,0,0,1,76.9,0,0,19,1,0.031,0
211,5454c321d31749a8,02-07-2024 02:33,192.168.216.148,443,IN,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,3,2384,13736,73082,118,4.42,1269,0,0,1,96.8,0,0,21,1,0.165,0
